Billboard_ID,Location_Name,Borough,Location_Type,Billboard_Type,Width_ft,Height_ft,Monthly_Impressions_Est,Monthly_Rate_INR,cpi_inr,gap_ratio,Permit_Status,Last_Audit_Date,Risk_Score,Risk_Tier,Client_ID,Client_Name,Client_Industry
MUM-C-318,Elphinstone Bridge,Mumbai City,Arterial Road,Digital,40,20,1950000,580000,0.29743589743589743,-0.227891156462585,Active,2025-01-15,0,No Apparent Risk,CL09,Zomato,Tech
MUM-W-319,Gorai Beach Road,West Suburbs,Leisure,Digital,30,15,800000,270000,0.3375,0.003401360544217691,Pending,,1,Low Risk,CL02,Coca-Cola,FMCG
MUM-S-322,Kemps Corner,South Mumbai,Commercial Hub,Digital,40,20,1700000,650000,0.38235294117647056,-0.037414965986394544,Active,2025-08-02,0,No Apparent Risk,CL15,Tanishq,Jewellery
MUM-W-323,Malad Mindspace,West Suburbs,Commercial Hub,Static,50,25,1400000,600000,0.42857142857142855,0.054421768707483,Active,2025-01-30,0,No Apparent Risk,,,
MUM-C-324,Worli Dairy,Mumbai City,Arterial Road,Digital,40,20,1850000,590000,0.31891891891891894,-0.17006802721088443,Active,2025-08-31,0,No Apparent Risk,CL16,Cadbury,FMCG
MUM-S-328,Gateway of India,South Mumbai,Leisure,Static,40,20,1700000,850000,0.5,0.16666666666666674,Active,2024-11-25,0,No Apparent Risk,CL13,Taj Hotels,Hospitality
MUM-W-330,Borivali National Park Entrance,West Suburbs,Leisure,Digital,40,20,1200000,370000,0.30833333333333335,-0.08503401360544216,Active,2024-03-01,0,No Apparent Risk,CL10,Amazon Prime,Entertainment
MUM-C-331,Lalbaug Flyover,Mumbai City,Highway,Static,50,25,1900000,680000,0.35789473684210527,-0.10204081632653056,Active,2025-08-16,0,No Apparent Risk,CL03,Samsung,Electronics
MUM-S-334,Charni Road Station,South Mumbai,Transit Hub,Digital,40,20,1800000,470000,0.2611111111111111,-0.2687074829931973,Active,2025-04-02,0,No Apparent Risk,,,
MUM-E-338,Anushakti Nagar,East Suburbs,Residential Area,Digital,30,15,950000,300000,0.3157894736842105,-0.03741496598639456,Active,2024-06-15,0,No Apparent Risk,CL17,HDFC Bank,Finance
MUM-S-339,Kalbadevi Road,South Mumbai,Commercial Hub,Digital,30,15,1600000,440000,0.275,-0.2040816326530612,Pending,,1,Low Risk,,,
MUM-W-343,Dahisar River Bridge,West Suburbs,Arterial Road,Digital,40,20,1500000,400000,0.26666666666666666,-0.19727891156462582,Active,2024-10-18,0,No Apparent Risk,,,
MUM-S-344,Bhuleshwar Market,South Mumbai,Commercial Hub,Digital,30,15,1700000,460000,0.27058823529411763,-0.2312925170068027,Active,2025-03-25,0,No Apparent Risk,CL02,Coca-Cola,FMCG
MUM-C-347,Antop Hill,Mumbai City,Residential Area,Digital,30,15,1000000,320000,0.32,-0.040816326530612235,Active,2025-02-05,0,No Apparent Risk,,,
MUM-S-349,Malabar Hill,South Mumbai,Residential Area,Digital,30,15,1300000,650000,0.5,0.15306122448979592,Active,2025-06-15,0,No Apparent Risk,CL14,Rolex,Luxury Goods
MUM-W-352,Film City Main Gate,West Suburbs,Leisure,Static,60,30,1200000,600000,0.5,0.14965986394557823,Active,2024-12-10,0,No Apparent Risk,CL01,Netflix India,Entertainment
MUM-S-354,Crawford Market,South Mumbai,Commercial Hub,Digital,40,20,1900000,520000,0.2736842105263158,-0.26530612244897955,Active,2025-05-28,0,No Apparent Risk,CL19,Pepsi,FMCG
MUM-S-359,Zaveri Bazaar,South Mumbai,Commercial Hub,Digital,30,15,1800000,500000,0.2777777777777778,-0.23809523809523814,Active,2025-04-20,0,No Apparent Risk,CL15,Tanishq,Jewellery
MUM-S-365,Ballard Estate,South Mumbai,Commercial Hub,Static,40,20,1200000,550000,0.4583333333333333,0.09863945578231292,Expired,2022-02-20,4,High Risk,CL13,Taj Hotels,Hospitality
MUM-S-371,Flora Fountain,South Mumbai,Leisure,Digital,40,20,1800000,700000,0.3888888888888889,-0.03401360544217691,Active,2025-09-01,0,No Apparent Risk,CL18,Air India,Travel
MUM-C-374,Cotton Green Station,Mumbai City,Transit Hub,Digital,30,15,1100000,320000,0.2909090909090909,-0.08843537414965985,Active,2024-07-05,0,No Apparent Risk,CL02,Coca-Cola,FMCG
MUM-W-385,Goregaon Sports Club,West Suburbs,Leisure,Digital,30,15,900000,300000,0.3333333333333333,-0.01360544217687075,Active,2024-06-25,0,No Apparent Risk,CL19,Pepsi,FMCG
MUM-C-386,Sion Hospital,Mumbai City,Arterial Road,Digital,40,20,1600000,450000,0.28125,-0.19387755102040813,Active,2025-07-25,0,No Apparent Risk,CL17,HDFC Bank,Finance
MUM-S-387,Sandhurst Road Station,South Mumbai,Transit Hub,Static,40,20,1300000,500000,0.38461538461538464,0.0,Pending,,1,Low Risk,,,
NAV-I-389,Taloja MIDC,Navi Mumbai,Industrial,Digital,50,25,1000000,320000,0.32,-0.040816326530612235,Active,2024-02-22,0,No Apparent Risk,CL21,Blue Dart,Logistics
MUM-E-390,Chembur Naka,East Suburbs,Commercial Hub,Static,50,25,1500000,550000,0.36666666666666664,-0.044217687074829926,Active,2025-07-30,0,No Apparent Risk,CL15,Tanishq,Jewellery
MUM-C-392,Worli Naka,Mumbai City,Arterial Road,Digital,40,20,1900000,600000,0.3157894736842105,-0.18367346938775508,Active,2025-06-18,0,No Apparent Risk,CL16,Cadbury,FMCG
MUM-S-393,Bhendi Bazaar,South Mumbai,Commercial Hub,Static,40,20,1500000,520000,0.3466666666666667,-0.07482993197278909,Active,2025-04-25,0,No Apparent Risk,CL02,Coca-Cola,FMCG
MUM-E-396,Airoli Station,Navi Mumbai,Transit Hub,Static,50,25,1200000,480000,0.4,0.027210884353741527,Active,2025-09-01,0,No Apparent Risk,CL09,Zomato,Tech
MUM-S-399,Hughes Road,South Mumbai,Arterial Road,Static,40,20,1600000,620000,0.3875,-0.02040816326530609,Active,2025-08-19,0,No Apparent Risk,CL14,Rolex,Luxury Goods
MUM-S-405,Chowpatty Beach,South Mumbai,Leisure,Digital,50,25,1900000,700000,0.3684210526315789,-0.08163265306122447,Active,2024-10-20,0,No Apparent Risk,CL19,Pepsi,FMCG
MUM-C-408,Mahalaxmi Race Course,Mumbai City,Leisure,Static,50,25,1500000,600000,0.4,0.006802721088435382,Active,2025-08-11,0,No Apparent Risk,CL14,Rolex,Luxury Goods
MUM-W-416,Santacruz Station East,West Suburbs,Transit Hub,Static,40,20,1600000,420000,0.2625,-0.22448979591836732,Active,2024-09-15,0,No Apparent Risk,,,
MUM-S-417,Mumbadevi Temple,South Mumbai,Leisure,Digital,30,15,1500000,450000,0.3,-0.1462585034013605,Active,2025-06-11,0,No Apparent Risk,CL15,Tanishq,Jewellery
MUM-S-422,Masjid Bunder Station,South Mumbai,Transit Hub,Static,40,20,1700000,450000,0.2647058823529412,-0.24149659863945575,Active,2025-06-08,0,No Apparent Risk,CL21,Blue Dart,Logistics
MUM-S-427,Dockyard Road Station,South Mumbai,Transit Hub,Digital,40,20,1100000,350000,0.3181818181818182,-0.05782312925170066,Active,2025-05-16,0,No Apparent Risk,CL18,Air India,Travel
NAV-T-433,Juinagar Station,Navi Mumbai,Transit Hub,Digital,40,20,1100000,380000,0.34545454545454546,-0.0272108843537415,Active,2025-08-16,0,No Apparent Risk,CL09,Zomato,Tech
MUM-E-435,Kanjurmarg Station,East Suburbs,Transit Hub,Digital,40,20,1200000,390000,0.325,-0.06462585034013604,Active,2025-02-12,0,No Apparent Risk,,,
MUM-S-437,Reay Road Station,South Mumbai,Transit Hub,Digital,30,15,1000000,330000,0.33,-0.030612244897959176,Active,2025-05-20,0,No Apparent Risk,CL21,Blue Dart,Logistics
MUM-S-443,Marine Lines Station,South Mumbai,Transit Hub,Digital,40,20,1800000,550000,0.3055555555555556,-0.18707482993197283,Active,2025-07-29,0,No Apparent Risk,CL18,Air India,Travel
MUM-W-451,Bandra-Worli Sea Link,West Suburbs,Highway,Digital,60,30,2500000,850000,0.34,-0.2142857142857142,Active,2024-11-15,0,No Apparent Risk,CL01,Netflix India,Entertainment
MUM-C-452,Dadar Station West,Mumbai City,Transit Hub,Static,40,20,1800000,400000,0.2222222222222222,-0.34013605442176875,Active,2025-03-10,0,No Apparent Risk,CL02,Coca-Cola,FMCG
MUM-W-453,Juhu Circle,West Suburbs,Commercial Hub,Digital,50,25,1500000,600000,0.4,0.006802721088435382,Active,2025-01-20,0,No Apparent Risk,CL03,Samsung,Electronics
MUM-S-454,Marine Drive,South Mumbai,Arterial Road,Static,30,15,2000000,750000,0.375,-0.07823129251700678,Expired,2022-12-01,4,High Risk,CL04,ICICI Bank,Finance
MUM-W-455,Andheri East Station,West Suburbs,Transit Hub,Static,40,20,1750000,380000,0.21714285714285714,-0.33673469387755106,Pending,2024-08-22,1,Low Risk,,,
MUM-E-456,Powai,400076,East Suburbs,Digital,40,20,1200000,550000,0.4583333333333333,0.09863945578231292,Active,2025-05-18,0,No Apparent Risk,CL05,Lodha Group,Real Estate
MUM-W-457,Goregaon Film City Road,West Suburbs,Arterial Road,Static,50,25,900000,250000,0.2777777777777778,-0.06462585034013604,Active,2024-07-30,0,No Apparent Risk,CL01,Netflix India,Entertainment
MUM-S-458,CST Station,South Mumbai,Transit Hub,Digital,60,30,2200000,800000,0.36363636363636365,-0.12244897959183676,Active,2025-02-11,0,No Apparent Risk,CL06,Myntra,E-commerce
MUM-W-459,Bandra Linking Road,West Suburbs,Commercial Hub,Static,30,15,1600000,450000,0.28125,-0.19387755102040813,Active,2024-09-05,0,No Apparent Risk,CL06,Myntra,E-commerce
MUM-E-461,Chembur,400071,East Suburbs,Static,40,20,1100000,280000,0.2545454545454545,-0.12925170068027209,Active,2022-10-25,1,Low Risk,,,
MUM-S-462,Colaba Causeway,South Mumbai,Commercial Hub,Digital,30,15,1300000,500000,0.38461538461538464,0.0,Active,2025-08-01,0,No Apparent Risk,CL08,Starbucks,F&B
MUM-W-463,Malad,400064,West Suburbs,Static,50,25,1400000,320000,0.22857142857142856,-0.2312925170068027,Expired,2023-01-15,4,High Risk,CL02,Coca-Cola,FMCG
MUM-C-465,Worli Sea Face,Mumbai City,Arterial Road,Static,40,20,1600000,550000,0.34375,-0.09183673469387754,Active,2024-12-10,0,No Apparent Risk,CL04,ICICI Bank,Finance
NAV-T-466,Vashi Station Complex,Navi Mumbai,Transit Hub,Digital,50,25,1700000,620000,0.36470588235294116,-0.0680272108843537,Active,2025-06-11,0,No Apparent Risk,,,
MUM-E-469,Ghatkopar,400086,East Suburbs,Static,40,20,1300000,300000,0.23076923076923078,-0.20408163265306123,Active,2024-05-14,0,No Apparent Risk,CL10,Amazon Prime,Entertainment
MUM-C-470,Sion Circle,Mumbai City,Arterial Road,Static,30,15,1450000,350000,0.2413793103448276,-0.22448979591836735,Pending,,1,Low Risk,,,
MUM-W-471,Bandra Kurla Complex (BKC),West Suburbs,Commercial Hub,Digital,60,30,2000000,900000,0.45,0.07482993197278909,Active,2024-11-20,0,No Apparent Risk,CL04,ICICI Bank,Finance
MUM-C-472,Dadar TT Circle,Mumbai City,Arterial Road,Digital,40,20,1600000,580000,0.3625,-0.061224489795918324,Active,2025-03-03,0,No Apparent Risk,CL03,Samsung,Electronics
MUM-W-474,Mumbai Airport T2,West Suburbs,Transit Hub,Digital,80,40,2400000,1200000,0.5,0.19047619047619047,Active,2025-06-01,0,No Apparent Risk,CL11,Emirates,Travel
MUM-C-475,Mahim Causeway,Mumbai City,Arterial Road,Static,40,20,1700000,480000,0.2823529411764706,-0.21088435374149656,Expired,2022-08-10,4,High Risk,,,
MUM-W-477,Borivali Station West,West Suburbs,Transit Hub,Static,40,20,1650000,360000,0.21818181818181817,-0.30952380952380953,Active,2024-06-25,0,No Apparent Risk,CL02,Coca-Cola,FMCG
MUM-S-478,Nariman Point,South Mumbai,Commercial Hub,Digital,50,25,1800000,780000,0.43333333333333335,0.04761904761904756,Active,2024-10-10,0,No Apparent Risk,CL13,Taj Hotels,Hospitality
MUM-W-481,Juhu Beach,West Suburbs,Leisure,Static,40,20,1250000,380000,0.304,-0.09863945578231295,Active,2023-05-20,1,Low Risk,CL08,Starbucks,F&B
MUM-S-482,Churchgate Station,South Mumbai,Transit Hub,Digital,40,20,1900000,650000,0.34210526315789475,-0.13265306122448978,Active,2025-04-22,0,No Apparent Risk,CL10,Amazon Prime,Entertainment
MUM-C-483,Haji Ali Junction,Mumbai City,Arterial Road,Digital,50,25,2100000,760000,0.3619047619047619,-0.11564625850340138,Active,2025-07-07,0,No Apparent Risk,CL14,Rolex,Luxury Goods
MUM-S-486,Peddar Road,South Mumbai,Residential Area,Static,30,15,900000,450000,0.5,0.13945578231292519,Active,2025-02-01,0,No Apparent Risk,CL14,Rolex,Luxury Goods
MUM-E-488,Mulund Check Naka,East Suburbs,Highway,Static,70,35,2400000,800000,0.3333333333333333,-0.217687074829932,Active,2025-05-05,0,No Apparent Risk,CL12,MG Hector,Automotive
MUM-W-493,Dahisar Check Naka,West Suburbs,Highway,Static,80,40,2700000,920000,0.34074074074074073,-0.23809523809523803,Active,2024-12-22,0,No Apparent Risk,CL07,BMW India,Automotive
MUM-S-497,Cuffe Parade,South Mumbai,Residential Area,Digital,30,15,950000,550000,0.5789473684210527,0.21768707482993196,Active,2025-04-01,2,Low Risk,CL13,Taj Hotels,Hospitality
NAV-C-500,Belapur CBD,Navi Mumbai,Commercial Hub,Digital,60,30,1600000,680000,0.425,0.04081632653061229,Active,2025-08-20,0,No Apparent Risk,CL04,ICICI Bank,Finance
